icd9,icd10,description
8303,0M990ZZ,"Drainage of Right Upper Extremity Bursa and Ligament, Open Approach"
8303,0M9B00Z,"h Drainage of Left Upper Extremity Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9B0ZZ,"Drainage of Left Upper Extremity Bursa and Ligament, Open Approach"
8303,0M9C00Z,"h Drainage of Upper Spine Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9C0ZZ,"Drainage of Upper Spine Bursa and Ligament, Open Approach"
8303,0M9D00Z,"h Drainage of Lower Spine Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9D0ZZ,"Drainage of Lower Spine Bursa and Ligament, Open Approach"
8303,0M9F00Z,"Drainage of Sternum Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9F0ZZ,"Drainage of Sternum Bursa and Ligament, Open Approach"
8303,0M9G00Z,"Drainage of Rib(s) Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9G0ZZ,"Drainage of Rib(s) Bursa and Ligament, Open Approach"
8303,0M9H00Z,"Drainage of Right Abdomen Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9H0ZZ,"Drainage of Right Abdomen Bursa and Ligament, Open Approach"
8303,0M9J00Z,"Drainage of Left Abdomen Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9J0ZZ,"Drainage of Left Abdomen Bursa and Ligament, Open Approach"
8303,0M9K00Z,"h Drainage of Perineum Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9K0ZZ,"Drainage of Perineum Bursa and Ligament, Open Approach"
8303,0M9L00Z,"Drainage of Right Hip Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9L0ZZ,"Drainage of Right Hip Bursa and Ligament, Open Approach"
8303,0M9M00Z,"Drainage of Left Hip Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9M0ZZ,"Drainage of Left Hip Bursa and Ligament, Open Approach"
8303,0M9N00Z,"Drainage of Right Knee Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9N0ZZ,"Drainage of Right Knee Bursa and Ligament, Open Approach"
8303,0M9P00Z,"Drainage of Left Knee Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9P0ZZ,"Drainage of Left Knee Bursa and Ligament, Open Approach"
8303,0M9Q00Z,"Drainage of Right Ankle Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9Q0ZZ,"Drainage of Right Ankle Bursa and Ligament, Open Approach"
8303,0M9R00Z,"Drainage of Left Ankle Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9R0ZZ,"Drainage of Left Ankle Bursa and Ligament, Open Approach"
8303,0M9S00Z,"Drainage of Right Foot Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9S0ZZ,"Drainage of Right Foot Bursa and Ligament, Open Approach"
8303,0M9T00Z,"Drainage of Left Foot Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9T0ZZ,"Drainage of Left Foot Bursa and Ligament, Open Approach"
8303,0M9V00Z,"Drainage of Right Lower Extremity Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9V0ZZ,"Drainage of Right Lower Extremity Bursa and Ligament, Open Approach"
8303,0M9W00Z,"Drainage of Left Lower Extremity Bursa and Ligament with Drainage Device, Open Approach"
8303,0M9W0ZZ,"Drainage of Left Lower Extremity Bursa and Ligament, Open Approach"
8303,0MC00ZZ,"Extirpation of Matter from Head and Neck Bursa and Ligament, Open Approach"
8303,0MC03ZZ,"Extirpation of Matter from Head and Neck Bursa and Ligament, Percutaneous Approach"
8303,0MC04ZZ,"Extirpation of Matter from Head and Neck Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC10ZZ,"h Extirpation of Matter from Right Shoulder Bursa and Ligament, Open Approach"
8303,0MC13ZZ,"h Extirpation of Matter from Right Shoulder Bursa and Ligament, Percutaneous Approach"
8303,0MC14ZZ,"Extirpation of Matter from Right Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC20ZZ,"h Extirpation of Matter from Left Shoulder Bursa and Ligament, Open Approach"
8303,0MC23ZZ,"h Extirpation of Matter from Left Shoulder Bursa and Ligament, Percutaneous Approach"
8303,0MC24ZZ,"Extirpation of Matter from Left Shoulder Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC30ZZ,"Extirpation of Matter from Right Elbow Bursa and Ligament, Open Approach"
8303,0MC33ZZ,"Extirpation of Matter from Right Elbow Bursa and Ligament, Percutaneous Approach"
8303,0MC34ZZ,"Extirpation of Matter from Right Elbow Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC40ZZ,"Extirpation of Matter from Left Elbow Bursa and Ligament, Open Approach"
8303,0MC43ZZ,"Extirpation of Matter from Left Elbow Bursa and Ligament, Percutaneous Approach"
8303,0MC44ZZ,"Extirpation of Matter from Left Elbow Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC50ZZ,"Extirpation of Matter from Right Wrist Bursa and Ligament, Open Approach"
8303,0MC53ZZ,"Extirpation of Matter from Right Wrist Bursa and Ligament, Percutaneous Approach"
8303,0MC54ZZ,"Extirpation of Matter from Right Wrist Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC60ZZ,"Extirpation of Matter from Left Wrist Bursa and Ligament, Open Approach"
8303,0MC63ZZ,"Extirpation of Matter from Left Wrist Bursa and Ligament, Percutaneous Approach"
8303,0MC64ZZ,"Extirpation of Matter from Left Wrist Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MC90ZZ,"Extirpation of Matter from Right Upper Extremity Bursa and Ligament, Open Approach"
8303,0MC93ZZ,"Extirpation of Matter from Right Upper Extremity Bursa and Ligament, Percutaneous Approach"
8303,0MC94ZZ,"Extirpation of Matter from Right Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCB0ZZ,"Extirpation of Matter from Left Upper Extremity Bursa and Ligament, Open Approach"
8303,0MCB3ZZ,"Extirpation of Matter from Left Upper Extremity Bursa and Ligament, Percutaneous Approach"
8303,0MCB4ZZ,"Extirpation of Matter from Left Upper Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCC0ZZ,"h Extirpation of Matter from Upper Spine Bursa and Ligament, Open Approach"
8303,0MCC3ZZ,"h Extirpation of Matter from Upper Spine Bursa and Ligament, Percutaneous Approach"
8303,0MCC4ZZ,"Extirpation of Matter from Upper Spine Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCD0ZZ,"h Extirpation of Matter from Lower Spine Bursa and Ligament, Open Approach"
8303,0MCD3ZZ,"h Extirpation of Matter from Lower Spine Bursa and Ligament, Percutaneous Approach"
8303,0MCD4ZZ,"Extirpation of Matter from Lower Spine Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCF0ZZ,"Extirpation of Matter from Sternum Bursa and Ligament, Open Approach"
8303,0MCF3ZZ,"Extirpation of Matter from Sternum Bursa and Ligament, Percutaneous Approach"
8303,0MCF4ZZ,"Extirpation of Matter from Sternum Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCG0ZZ,"Extirpation of Matter from Rib(s) Bursa and Ligament, Open Approach"
8303,0MCG3ZZ,"Extirpation of Matter from Rib(s) Bursa and Ligament, Percutaneous Approach"
8303,0MCG4ZZ,"h Extirpation of Matter from Rib(s) Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCH0ZZ,"Extirpation of Matter from Right Abdomen Bursa and Ligament, Open Approach"
8303,0MCH3ZZ,"Extirpation of Matter from Right Abdomen Bursa and Ligament, Percutaneous Approach"
8303,0MCH4ZZ,"h Extirpation of Matter from Right Abdomen Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCJ0ZZ,"Extirpation of Matter from Left Abdomen Bursa and Ligament, Open Approach"
8303,0MCJ3ZZ,"Extirpation of Matter from Left Abdomen Bursa and Ligament, Percutaneous Approach"
8303,0MCJ4ZZ,"h Extirpation of Matter from Left Abdomen Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCK0ZZ,"h Extirpation of Matter from Perineum Bursa and Ligament, Open Approach"
8303,0MCK3ZZ,"h Extirpation of Matter from Perineum Bursa and Ligament, Percutaneous Approach"
8303,0MCK4ZZ,"Extirpation of Matter from Perineum Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCL0ZZ,"Extirpation of Matter from Right Hip Bursa and Ligament, Open Approach"
8303,0MCL3ZZ,"Extirpation of Matter from Right Hip Bursa and Ligament, Percutaneous Approach"
8303,0MCL4ZZ,"h Extirpation of Matter from Right Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCM0ZZ,"Extirpation of Matter from Left Hip Bursa and Ligament, Open Approach"
8303,0MCM3ZZ,"Extirpation of Matter from Left Hip Bursa and Ligament, Percutaneous Approach"
8303,0MCM4ZZ,"h Extirpation of Matter from Left Hip Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCN0ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Open Approach"
8303,0MCN3ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Percutaneous Approach"
8303,0MCN4ZZ,"Extirpation of Matter from Right Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCP0ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Open Approach"
8303,0MCP3ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Percutaneous Approach"
8303,0MCP4ZZ,"Extirpation of Matter from Left Knee Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCQ0ZZ,"Extirpation of Matter from Right Ankle Bursa and Ligament, Open Approach"
8303,0MCQ3ZZ,"Extirpation of Matter from Right Ankle Bursa and Ligament, Percutaneous Approach"
8303,0MCQ4ZZ,"Extirpation of Matter from Right Ankle Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCR0ZZ,"Extirpation of Matter from Left Ankle Bursa and Ligament, Open Approach"
8303,0MCR3ZZ,"Extirpation of Matter from Left Ankle Bursa and Ligament, Percutaneous Approach"
8303,0MCR4ZZ,"Extirpation of Matter from Left Ankle Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCS0ZZ,"Extirpation of Matter from Right Foot Bursa and Ligament, Open Approach"
8303,0MCS3ZZ,"Extirpation of Matter from Right Foot Bursa and Ligament, Percutaneous Approach"
8303,0MCS4ZZ,"Extirpation of Matter from Right Foot Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCT0ZZ,"Extirpation of Matter from Left Foot Bursa and Ligament, Open Approach"
8303,0MCT3ZZ,"Extirpation of Matter from Left Foot Bursa and Ligament, Percutaneous Approach"
8303,0MCT4ZZ,"Extirpation of Matter from Left Foot Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCV0ZZ,"Extirpation of Matter from Right Lower Extremity Bursa and Ligament, Open Approach"
8303,0MCV3ZZ,"Extirpation of Matter from Right Lower Extremity Bursa and Ligament, Percutaneous Approach"
8303,0MCV4ZZ,"Extirpation of Matter from Right Lower Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MCW0ZZ,"Extirpation of Matter from Left Lower Extremity Bursa and Ligament, Open Approach"
8303,0MCW3ZZ,"Extirpation of Matter from Left Lower Extremity Bursa and Ligament, Percutaneous Approach"
8303,0MCW4ZZ,"Extirpation of Matter from Left Lower Extremity Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MHX0YZ,"Insertion of Other Device into Upper Bursa and Ligament, Open Approach"
8303,0MHX3YZ,"Insertion of Other Device into Upper Bursa and Ligament, Percutaneous Approach"
8303,0MHX4YZ,"Insertion of Other Device into Upper Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MHY0YZ,"Insertion of Other Device into Lower Bursa and Ligament, Open Approach"
8303,0MHY3YZ,"Insertion of Other Device into Lower Bursa and Ligament, Percutaneous Approach"
8303,0MHY4YZ,"Insertion of Other Device into Lower Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MJX0ZZ,"Inspection of Upper Bursa and Ligament, Open Approach"
8303,0MJY0ZZ,"Inspection of Lower Bursa and Ligament, Open Approach"
8303,0MPX0YZ,"Removal of Other Device from Upper Bursa and Ligament, Open Approach"
8303,0MPX3YZ,"Removal of Other Device from Upper Bursa and Ligament, Percutaneous Approach"
8303,0MPX4YZ,"Removal of Other Device from Upper Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MPY0YZ,"Removal of Other Device from Lower Bursa and Ligament, Open Approach"
8303,0MPY3YZ,"Removal of Other Device from Lower Bursa and Ligament, Percutaneous Approach"
8303,0MPY4YZ,"Removal of Other Device from Lower Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MWX0YZ,"Revision of Other Device in Upper Bursa and Ligament, Open Approach"
8303,0MWX3YZ,"Revision of Other Device in Upper Bursa and Ligament, Percutaneous Approach"
8303,0MWX4YZ,"h Revision of Other Device in Upper Bursa and Ligament, Percutaneous Endoscopic Approach"
8303,0MWY0YZ,"Revision of Other Device in Lower Bursa and Ligament, Open Approach"
8303,0MWY3YZ,"Revision of Other Device in Lower Bursa and Ligament, Percutaneous Approach"
8303,0MWY4YZ,"Revision of Other Device in Lower Bursa and Ligament, Percutaneous Endoscopic Approach"
8309,0J900ZZ,"Drainage of Scalp Subcutaneous Tissue and Fascia, Open Approach"
8309,0J940ZZ,"Drainage of Right Neck Subcutaneous Tissue and Fascia, Open Approach"
8309,0J950ZZ,"Drainage of Left Neck Subcutaneous Tissue and Fascia, Open Approach"
8309,0J960ZZ,"Drainage of Chest Subcutaneous Tissue and Fascia, Open Approach"
8309,0J970ZZ,"Drainage of Back Subcutaneous Tissue and Fascia, Open Approach"
8309,0J980ZZ,"Drainage of Abdomen Subcutaneous Tissue and Fascia, Open Approach"
8309,0J990ZZ,"Drainage of Buttock Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9B0ZZ,"Drainage of Perineum Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9C0ZZ,"Drainage of Pelvic Region Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9D0ZZ,"Drainage of Right Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9F0ZZ,"Drainage of Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9G0ZZ,"Drainage of Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9H0ZZ,"Drainage of Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9L0ZZ,"Drainage of Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9M0ZZ,"Drainage of Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9N0ZZ,"Drainage of Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9P0ZZ,"Drainage of Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9Q0ZZ,"Drainage of Right Foot Subcutaneous Tissue and Fascia, Open Approach"
8309,0J9R0ZZ,"Drainage of Left Foot Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC00ZZ,"h Extirpation of Matter from Scalp Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC03ZZ,"h Extirpation of Matter from Scalp Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC10ZZ,"Extirpation of Matter from Face Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC13ZZ,"Extirpation of Matter from Face Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC40ZZ,"h Extirpation of Matter from Right Neck Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC43ZZ,"h Extirpation of Matter from Right Neck Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC50ZZ,"h Extirpation of Matter from Left Neck Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC53ZZ,"h Extirpation of Matter from Left Neck Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC60ZZ,"h Extirpation of Matter from Chest Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC63ZZ,"h Extirpation of Matter from Chest Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC70ZZ,"Extirpation of Matter from Back Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC73ZZ,"Extirpation of Matter from Back Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC80ZZ,"Extirpation of Matter from Abdomen Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC83ZZ,"Extirpation of Matter from Abdomen Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JC90ZZ,"h Extirpation of Matter from Buttock Subcutaneous Tissue and Fascia, Open Approach"
8309,0JC93ZZ,"h Extirpation of Matter from Buttock Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCB0ZZ,"Extirpation of Matter from Perineum Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCB3ZZ,"Extirpation of Matter from Perineum Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCC0ZZ,"Extirpation of Matter from Pelvic Region Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCC3ZZ,"Extirpation of Matter from Pelvic Region Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCD0ZZ,"Extirpation of Matter from Right Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCD3ZZ,"Extirpation of Matter from Right Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCF0ZZ,"Extirpation of Matter from Left Upper Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCF3ZZ,"Extirpation of Matter from Left Upper Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCG0ZZ,"Extirpation of Matter from Right Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCG3ZZ,"Extirpation of Matter from Right Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCH0ZZ,"Extirpation of Matter from Left Lower Arm Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCH3ZZ,"Extirpation of Matter from Left Lower Arm Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCJ0ZZ,"Extirpation of Matter from Right Hand Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCJ3ZZ,"Extirpation of Matter from Right Hand Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCK0ZZ,"Extirpation of Matter from Left Hand Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCK3ZZ,"Extirpation of Matter from Left Hand Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCL0ZZ,"Extirpation of Matter from Right Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCL3ZZ,"Extirpation of Matter from Right Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCM0ZZ,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCM3ZZ,"Extirpation of Matter from Left Upper Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCN0ZZ,"Extirpation of Matter from Right Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCN3ZZ,"Extirpation of Matter from Right Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCP0ZZ,"Extirpation of Matter from Left Lower Leg Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCP3ZZ,"Extirpation of Matter from Left Lower Leg Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCQ0ZZ,"Extirpation of Matter from Right Foot Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCQ3ZZ,"Extirpation of Matter from Right Foot Subcutaneous Tissue and Fascia, Percutaneous Approach"
8309,0JCR0ZZ,"Extirpation of Matter from Left Foot Subcutaneous Tissue and Fascia, Open Approach"
8309,0JCR3ZZ,"Extirpation of Matter from Left Foot Subcutaneous Tissue and Fascia, Percutaneous Approach"
8311,0L8N0ZZ,"Division of Right Lower Leg Tendon, Open Approach"
8311,0L8N3ZZ,"Division of Right Lower Leg Tendon, Percutaneous Approach"
8311,0L8N4ZZ,"Division of Right Lower Leg Tendon, Percutaneous Endoscopic Approach"
8311,0L8P0ZZ,"Division of Left Lower Leg Tendon, Open Approach"
8311,0L8P3ZZ,"Division of Left Lower Leg Tendon, Percutaneous Approach"
8311,0L8P4ZZ,"Division of Left Lower Leg Tendon, Percutaneous Endoscopic Approach"
